reviewIdx,userIdx,lectureIdx,totalRating,priceRating,teachingPowerRating,recommend
176,1,2648,4.0,4.0,3.5,Y
177,1,2654,5.0,4.5,4.5,Y
178,1,2657,3.0,2.5,2.5,N
179,1,2692,5.0,4.0,4.5,Y
180,1,2700,5.0,4.5,4.5,Y
181,1,2716,5.0,4.0,4.0,Y
182,1,2761,5.0,4.5,4.0,Y
183,1,2797,4.0,3.0,4.5,Y
184,1,2826,4.0,3.5,4.0,Y
185,1,2858,5.0,4.0,4.5,Y
186,1,2872,5.0,4.0,4.5,Y
187,1,2899,5.0,4.5,4.5,Y
188,1,2916,4.0,4.5,4.5,Y
189,1,2944,5.0,4.0,4.0,Y
190,1,2947,5.0,4.0,4.0,Y
191,1,2948,5.0,4.0,4.0,Y
192,1,2949,5.0,4.5,4.5,Y
193,1,2959,5.0,4.0,4.5,Y
194,1,2985,4.0,3.0,4.5,Y
195,1,2987,5.0,4.0,4.0,Y
196,1,2991,5.0,4.5,4.5,Y
197,1,2993,5.0,4.5,4.5,Y
198,1,2997,4.0,4.0,3.5,Y
199,1,3033,5.0,4.5,4.0,Y
200,1,3034,5.0,4.5,4.0,Y
201,1,3052,5.0,4.0,4.0,Y
202,1,3053,5.0,4.5,4.0,Y
203,1,3062,4.0,4.5,4.0,Y
204,1,3147,5.0,4.5,4.0,Y
205,1,3168,4.0,3.0,3.0,Y
206,1,3176,1.0,0.5,4.0,N
207,1,3243,3.0,4.5,2.0,Y
208,1,3247,3.0,4.0,4.0,N
209,1,3253,5.0,4.5,4.5,Y
210,1,3273,5.0,4.0,4.5,Y
211,1,3386,5.0,4.5,4.0,Y
212,1,3439,4.0,3.0,3.0,Y
213,1,3440,4.0,4.0,4.5,Y
214,1,3441,5.0,4.5,4.5,Y
215,1,3448,5.0,4.0,4.0,Y
216,1,3450,5.0,4.0,4.5,Y
217,1,3479,4.0,4.0,3.0,Y
218,1,3489,4.0,3.5,4.5,Y
219,1,3527,4.0,4.5,4.0,Y
220,1,3578,5.0,4.0,4.5,Y
221,1,3617,4.0,3.5,3.5,Y
222,1,3639,4.0,4.5,3.0,Y
223,1,3671,5.0,4.0,4.5,Y
224,1,3702,5.0,4.0,4.5,Y
225,1,3703,5.0,4.0,4.0,Y
226,1,3729,5.0,4.5,4.5,Y
227,1,3740,4.0,4.5,4.0,Y
228,1,3744,4.0,4.5,3.5,Y
229,1,3793,5.0,4.0,4.0,Y
230,1,3809,4.0,3.5,4.0,Y
231,1,4006,4.0,3.0,3.5,Y
232,1,5060,5.0,4.5,4.0,Y
233,2,318,3.0,4.5,2.0,Y
234,2,333,4.0,3.5,4.0,Y
235,2,1704,4.5,4.0,3.0,Y
236,2,3578,4.0,4.0,3.0,Y
237,2,4455,4.0,4.0,4.5,Y
238,2,4517,3.5,4.5,4.0,Y
239,2,3038,4.0,3.5,3.0,Y
240,2,1868,4.0,3.0,4.0,Y
241,2,4893,4.5,4.0,3.5,Y
242,2,4620,5.0,4.0,4.0,Y
243,2,4845,4.5,4.0,4.0,Y
244,2,1925,3.0,4.0,2.5,Y
245,2,244,4.0,3.0,3.5,Y
246,2,1826,3.0,4.5,3.5,N
247,2,617,4.0,4.0,4.5,Y
248,2,1801,4.5,3.5,3.0,Y
249,2,208,5.0,4.0,4.0,Y
250,2,2167,4.0,4.0,3.5,Y
251,2,697,5.0,4.0,4.5,Y
252,2,5115,3.5,2.5,3.5,Y
253,2,1176,2.5,3.5,1.5,N
254,2,2089,3.5,4.0,2.0,Y
255,2,2758,5.0,4.5,4.0,Y
256,2,2931,3.0,3.0,2.0,Y
257,2,1050,4.0,4.0,3.0,Y
258,2,2395,2.0,1.0,4.5,N
259,2,1610,3.5,4.5,4.0,Y
260,2,2403,5.0,4.5,4.0,Y
261,2,114,5.0,4.0,4.0,Y
262,3,31,0.5,4.5,0.0,N
263,3,527,0.5,-1.0,-0.5,N
264,3,647,0.5,0.0,4.0,N
265,3,688,0.5,0.0,-0.5,N
266,3,720,0.5,-0.5,4.0,N
267,3,849,5.0,4.5,4.5,Y
268,3,914,0.5,3.5,-1.0,N
269,3,1093,0.5,1.0,1.5,N
270,3,1124,0.5,4.5,0.0,N
271,3,1263,0.5,0.5,0.5,N
272,3,1272,0.5,0.0,3.0,N
273,3,1275,3.5,4.5,3.0,Y
274,3,1302,0.5,1.0,4.5,N
275,3,1371,3.0,2.5,3.0,Y
276,3,1587,4.5,3.0,3.5,Y
277,3,2018,0.5,-0.5,0.5,N
278,3,2080,0.5,4.0,3.5,N
279,3,2090,0.5,-1.0,4.0,N
280,3,2105,2.0,1.5,2.5,N
281,3,2288,4.0,3.0,4.0,Y
282,3,2424,0.5,0.5,2.5,N
283,3,2851,5.0,4.5,4.5,Y
284,3,3024,4.5,4.5,4.5,Y
285,3,3210,0.5,0.5,3.5,N
286,3,3703,5.0,4.0,4.5,Y
287,3,3949,0.5,4.5,2.0,N
288,3,4518,5.0,4.0,4.5,Y
289,3,5048,0.5,3.0,-1.0,N
290,3,5181,5.0,4.0,4.0,Y
291,3,2311,5.0,4.5,4.5,Y
292,3,1015,4.5,4.0,4.0,Y
293,3,3838,5.0,4.0,4.0,Y
294,3,1159,0.5,3.0,0.0,N
295,3,4069,5.0,4.0,4.0,Y
296,3,4710,4.5,4.5,3.5,Y
297,3,145,5.0,4.0,4.0,Y
298,3,611,4.5,4.5,3.0,Y
299,3,1937,5.0,4.0,4.5,Y
300,3,5079,0.5,2.5,3.5,N
301,4,21,3.0,2.5,4.5,N
302,4,32,2.0,3.0,3.5,N
303,4,45,3.0,4.5,3.0,N
304,4,47,2.0,2.0,2.0,N
305,4,52,3.0,4.5,2.5,Y
306,4,58,3.0,3.0,3.5,N
307,4,106,4.0,4.0,3.0,Y
308,4,125,5.0,4.5,4.0,Y
309,4,126,1.0,1.0,3.5,N
310,4,162,5.0,4.5,4.5,Y
311,4,171,3.0,4.0,4.5,Y
312,4,176,5.0,4.0,4.5,Y
313,4,190,2.0,4.5,3.5,N
314,4,215,5.0,4.5,4.5,Y
315,4,222,1.0,3.5,0.5,N
316,4,232,5.0,4.5,4.0,Y
317,4,235,2.0,3.5,2.5,N
318,4,247,3.0,3.0,4.5,N
319,4,260,5.0,4.5,4.0,Y
320,4,265,5.0,4.0,4.5,Y
321,4,296,1.0,3.0,2.0,N
322,4,319,5.0,4.0,4.5,Y
323,4,342,5.0,4.5,4.0,Y
324,4,345,4.0,4.0,3.5,Y
325,4,348,4.0,3.5,4.5,Y
326,4,351,3.0,2.5,4.0,N
327,4,357,3.0,4.5,2.0,N
328,4,368,4.0,3.0,4.5,Y
329,4,417,2.0,2.0,4.0,N
330,4,441,1.0,1.0,0.0,N
331,4,450,2.0,4.5,1.5,N
332,4,457,5.0,4.5,4.0,Y
333,4,475,5.0,4.5,4.0,Y
334,4,492,5.0,4.0,4.5,Y
335,4,509,1.0,3.0,1.5,N
336,4,538,5.0,4.0,4.0,Y
337,4,539,1.0,3.0,0.5,N
338,4,553,2.0,2.0,4.0,N
339,4,588,4.0,4.0,3.0,Y
340,4,593,5.0,4.0,4.0,Y
341,4,595,3.0,2.0,4.0,Y
342,4,599,2.0,4.5,2.0,N
343,4,608,5.0,4.0,4.5,Y
344,4,648,3.0,4.5,3.0,Y
345,4,708,4.0,4.0,3.5,Y
346,4,759,3.0,2.5,2.5,N
347,4,800,4.0,4.5,3.5,Y
348,4,892,4.0,4.0,3.5,Y
349,4,898,5.0,4.0,4.0,Y
350,4,899,4.0,4.0,3.5,Y
351,4,902,4.0,3.5,3.5,Y
352,4,904,4.0,4.0,4.0,Y
353,4,908,5.0,4.0,4.5,Y
354,4,910,5.0,4.0,4.0,Y
355,4,912,5.0,4.0,4.0,Y
356,4,914,5.0,4.0,4.0,Y
357,4,919,5.0,4.0,4.5,Y
358,4,920,5.0,4.5,4.5,Y
359,4,930,5.0,4.0,4.0,Y
360,4,937,3.0,3.0,4.0,N
361,4,1025,4.0,3.5,3.0,Y
362,4,1046,5.0,4.0,4.5,Y
363,4,1057,3.0,4.5,2.5,N
364,4,1060,2.0,2.0,3.5,N
365,4,1073,4.0,4.5,3.0,Y
366,4,1077,5.0,4.0,4.0,Y
367,4,1079,2.0,1.0,1.0,N
368,4,1080,5.0,4.5,4.5,Y
369,4,1084,5.0,4.0,4.5,Y
370,4,1086,5.0,4.5,4.5,Y
371,4,1094,3.0,4.0,2.0,N
372,4,1103,5.0,4.0,4.0,Y
373,4,1136,5.0,4.5,4.0,Y
374,4,1179,4.0,4.0,4.5,Y
375,4,1183,1.0,0.5,3.5,N
376,4,1188,5.0,4.5,4.5,Y
377,4,1196,5.0,4.5,4.5,Y
378,4,1197,5.0,4.5,4.0,Y
379,4,1198,3.0,4.0,2.5,N
380,4,1199,2.0,2.5,1.5,N
381,4,1203,5.0,4.5,4.0,Y
382,4,1211,1.0,0.0,0.5,N
383,4,1213,4.0,3.0,3.5,Y
384,4,1219,4.0,3.5,4.5,Y
385,4,1225,4.0,4.5,3.5,Y
386,4,1250,5.0,4.5,4.5,Y
387,4,1259,4.0,3.0,3.5,Y
388,4,1265,4.0,3.0,3.5,Y
389,4,1266,4.0,4.0,4.0,Y
390,4,1279,2.0,4.0,2.5,N
391,4,1282,5.0,4.0,4.5,Y
392,4,1283,5.0,4.0,4.5,Y
393,4,1288,4.0,3.0,3.5,Y
394,4,1291,4.0,3.5,4.0,Y
395,4,1304,3.0,3.0,3.0,Y
396,4,1391,1.0,2.5,4.5,N
397,4,1449,5.0,4.5,4.5,Y
398,4,1466,4.0,3.0,3.5,Y
399,4,1500,4.0,4.0,3.5,Y
400,4,1517,4.0,4.0,3.0,Y
401,4,1580,3.0,4.0,4.0,Y
402,4,1597,1.0,0.5,2.5,N
403,4,1617,2.0,3.0,4.0,N
404,4,1641,4.0,3.5,3.5,Y
405,4,1704,1.0,0.5,3.0,N
406,4,1719,4.0,3.5,4.5,Y
407,4,1732,4.0,4.5,4.0,Y
408,4,1733,5.0,4.5,4.0,Y
409,4,1734,3.0,3.0,3.5,Y
410,4,1834,5.0,4.0,4.5,Y
411,4,1860,2.0,1.0,1.5,N
412,4,1883,4.0,4.0,4.5,Y
413,4,1885,3.0,2.0,2.5,N
414,4,1892,2.0,1.5,2.0,N
415,4,1895,4.0,3.5,4.5,Y
416,4,1907,3.0,4.0,3.0,Y
417,4,1914,4.0,3.0,4.5,Y
418,4,1916,1.0,4.5,1.5,N
419,4,1923,3.0,3.0,3.5,N
420,4,1947,5.0,4.5,4.0,Y
421,4,1966,2.0,2.0,3.0,N
422,4,1967,5.0,4.5,4.0,Y
423,4,1968,4.0,4.0,3.5,Y
424,4,2019,2.0,4.0,3.0,N
425,4,2076,4.0,4.0,4.0,Y
426,4,2078,5.0,4.5,4.0,Y
427,4,2109,4.0,3.0,3.5,Y
428,4,2145,3.0,2.5,2.5,Y
429,4,2150,5.0,4.5,4.0,Y
430,4,2174,5.0,4.0,4.5,Y
431,4,2186,5.0,4.0,4.0,Y
432,4,2203,4.0,4.0,4.0,Y
433,4,2204,5.0,4.0,4.5,Y
434,4,2282,1.0,2.5,1.5,N
435,4,2324,1.0,3.0,3.0,N
436,4,2336,2.0,4.0,2.5,N
437,4,2351,4.0,3.5,3.0,Y
438,4,2359,4.0,4.5,3.5,Y
439,4,2390,5.0,4.0,4.5,Y
440,4,2395,3.0,4.0,2.0,Y
441,4,2406,4.0,3.0,4.5,Y
442,4,2467,4.0,4.5,3.5,Y
443,4,2571,1.0,0.5,2.5,N
444,4,2583,5.0,4.0,4.5,Y
445,4,2599,5.0,4.0,4.0,Y
446,4,2628,1.0,2.0,2.0,N
447,4,2683,4.0,3.0,3.0,Y
448,4,2692,5.0,4.0,4.0,Y
449,4,2712,2.0,4.5,3.5,N
450,4,2762,4.0,3.5,3.5,Y
451,4,2763,1.0,2.0,1.5,N
452,4,2770,2.0,1.0,4.5,N
453,4,2791,5.0,4.5,4.5,Y
454,4,2843,5.0,4.0,4.0,Y
455,4,2858,5.0,4.0,4.5,Y
456,4,2874,4.0,3.5,4.5,Y
457,4,2921,4.0,4.0,4.0,Y
458,4,2926,5.0,4.0,4.5,Y
459,4,2959,2.0,4.5,1.5,N
460,4,2973,2.0,3.5,3.0,N
461,4,2997,4.0,3.0,3.5,Y
462,4,3033,4.0,4.0,4.0,Y
463,4,3044,5.0,4.0,4.5,Y
464,4,3060,4.0,3.5,3.0,Y
465,4,3079,3.0,2.0,3.5,N
466,4,3083,5.0,4.0,4.0,Y
467,4,3160,4.0,3.5,3.0,Y
468,4,3175,1.0,3.5,0.0,N
469,4,3176,4.0,3.0,4.5,Y
470,4,3204,4.0,3.5,3.5,Y
471,4,3255,4.0,4.0,3.5,Y
472,4,3317,4.0,3.0,3.5,Y
473,4,3358,3.0,2.5,4.5,N
474,4,3365,5.0,4.0,4.0,Y
475,4,3386,4.0,3.0,4.0,Y
476,4,3408,4.0,4.0,3.0,Y
477,4,3481,2.0,4.0,3.5,N
478,4,3489,1.0,1.5,0.5,N
479,4,3508,5.0,4.0,4.5,Y
480,4,3538,2.0,1.5,2.0,N
481,4,3591,1.0,1.0,2.0,N
482,4,3788,3.0,4.0,2.0,N
483,4,3809,3.0,3.5,2.0,N
484,4,3851,5.0,4.0,4.5,Y
485,4,3897,4.0,4.5,3.5,Y
486,4,3911,3.0,2.0,4.5,N
487,4,3967,4.0,3.0,4.0,Y
488,4,3996,4.0,4.5,3.0,Y
489,4,4002,3.0,2.0,3.0,N
490,4,4014,1.0,4.0,3.5,N
491,4,4020,3.0,3.5,2.5,Y
492,4,4021,4.0,3.5,4.0,Y
493,4,4027,3.0,4.0,2.5,N
494,4,4029,3.0,3.0,3.0,Y
495,4,4033,4.0,4.5,4.5,Y
496,4,4034,5.0,4.5,4.0,Y
497,4,4074,3.0,2.5,4.0,Y
498,4,4121,4.0,3.0,4.5,Y
499,4,4144,3.0,4.0,4.5,N
500,4,4166,3.0,4.5,4.5,N
501,4,4226,2.0,4.0,1.5,N
502,4,4239,5.0,4.5,4.5,Y
503,4,4246,4.0,3.0,4.0,Y
504,4,4252,3.0,4.5,4.0,Y
505,4,4260,2.0,1.0,1.5,N
506,4,4273,4.0,4.0,4.5,Y
507,4,4308,1.0,2.5,4.0,N
508,4,4347,4.0,3.5,3.5,Y
509,4,4381,3.0,2.5,4.5,N
510,4,4641,1.0,0.5,3.5,N
511,4,4741,3.0,3.5,2.5,N
512,4,4765,5.0,4.5,4.5,Y
513,4,4881,3.0,2.0,4.0,N
514,4,4896,4.0,4.5,4.0,Y
515,4,4902,4.0,4.0,4.5,Y
516,4,4967,5.0,4.5,4.5,Y
517,5,1,4.0,4.0,3.0,Y
518,5,21,4.0,4.5,3.5,Y
519,5,34,4.0,4.5,4.5,Y
520,5,36,4.0,3.5,3.0,Y
521,5,39,3.0,3.0,2.0,Y
522,5,50,4.0,4.5,3.5,Y
523,5,58,5.0,4.0,4.0,Y
524,5,110,4.0,3.5,3.5,Y
525,5,150,3.0,4.0,4.0,Y
526,5,153,3.0,4.0,3.5,Y
527,5,232,4.0,4.0,4.0,Y
528,5,247,5.0,4.5,4.0,Y
529,5,253,3.0,2.0,2.5,Y
530,5,261,4.0,4.0,3.5,Y
531,5,265,3.0,3.0,2.5,N
532,5,266,1.0,3.5,2.5,N
533,5,290,5.0,4.5,4.5,Y
534,5,296,5.0,4.0,4.5,Y
535,5,300,3.0,2.5,3.0,Y
536,5,316,2.0,2.0,4.5,N
537,5,318,3.0,2.0,2.5,N
538,5,344,3.0,3.5,2.5,N
539,5,349,3.0,2.0,2.0,Y
540,5,357,2.0,1.5,2.5,N
541,5,364,3.0,2.5,3.0,N
542,5,367,4.0,4.0,3.0,Y
543,5,380,2.0,4.0,4.0,N
544,5,410,3.0,3.5,3.0,N
545,5,457,4.0,4.5,4.5,Y
546,5,474,4.0,4.0,4.0,Y
547,5,475,5.0,4.5,4.5,Y
548,5,515,3.0,2.0,3.0,Y
549,5,527,5.0,4.0,4.5,Y
550,5,531,4.0,4.0,4.0,Y
551,5,534,3.0,4.5,4.0,N
552,5,588,4.0,4.5,4.5,Y
553,5,589,3.0,2.5,2.5,N
554,5,590,5.0,4.0,4.0,Y
555,5,592,3.0,2.5,4.0,Y
556,5,594,5.0,4.5,4.5,Y
557,5,595,5.0,4.5,4.5,Y
558,5,596,5.0,4.0,4.5,Y
559,5,597,3.0,2.0,4.0,N
560,5,608,3.0,3.0,2.0,Y
561,6,2,4.0,3.0,4.5,Y
562,6,3,5.0,4.0,4.0,Y
563,6,4,3.0,3.5,4.0,Y
564,6,5,5.0,4.5,4.0,Y
565,6,6,4.0,3.5,3.5,Y
566,6,7,4.0,3.0,3.0,Y
567,6,8,3.0,3.0,2.5,N
568,6,10,3.0,4.5,2.0,Y
569,6,11,4.0,3.0,4.0,Y
570,6,13,3.0,4.5,2.0,N
571,6,15,4.0,4.0,4.0,Y
572,6,16,4.0,3.0,4.0,Y
573,6,17,4.0,4.5,4.5,Y
574,6,19,2.0,4.0,3.0,N
575,6,21,2.0,4.0,2.0,N
576,6,22,5.0,4.0,4.0,Y
577,6,24,4.0,3.0,3.5,Y
578,6,25,3.0,3.0,4.0,Y
579,6,26,4.0,3.5,4.0,Y
580,6,27,3.0,4.0,4.0,Y
581,6,31,3.0,3.5,4.5,Y
582,6,32,4.0,4.5,4.5,Y
583,6,34,4.0,4.0,4.0,Y
584,6,36,5.0,4.0,4.0,Y
585,6,41,4.0,3.0,3.0,Y
586,6,43,4.0,4.5,3.0,Y
587,6,45,3.0,3.0,4.0,Y
588,6,46,4.0,4.0,4.0,Y
589,6,47,4.0,4.5,3.0,Y
590,6,50,1.0,4.5,2.5,N
591,6,54,4.0,4.5,3.0,Y
592,6,60,4.0,4.5,4.5,Y
593,6,61,4.0,4.5,3.0,Y
594,6,62,4.0,4.5,4.5,Y
595,6,65,3.0,2.0,4.5,N
596,6,66,3.0,4.5,4.5,Y
597,6,76,4.0,3.5,3.5,Y
598,6,79,3.0,3.0,4.0,N
599,6,86,5.0,4.0,4.5,Y
600,6,87,3.0,4.0,4.5,Y
601,6,88,2.0,3.0,4.0,N
602,6,89,4.0,3.5,3.0,Y
603,6,92,4.0,3.0,3.5,Y
604,6,93,4.0,3.0,4.0,Y
605,6,95,4.0,4.0,3.0,Y
606,6,100,3.0,4.5,2.5,N
607,6,102,1.0,0.5,2.0,N
608,6,104,4.0,3.5,3.0,Y
609,6,105,3.0,4.5,3.5,N
610,6,110,5.0,4.0,4.5,Y
611,6,112,4.0,4.5,4.0,Y
612,6,113,3.0,4.0,2.0,Y
613,6,126,3.0,3.0,3.0,N
614,6,135,3.0,4.5,3.0,Y
615,6,140,3.0,3.0,4.0,Y
616,6,141,4.0,4.5,3.0,Y
617,6,145,4.0,4.0,4.5,Y
618,6,146,4.0,4.5,4.0,Y
619,6,150,4.0,3.0,4.5,Y
620,6,151,4.0,3.0,3.0,Y
621,6,153,3.0,2.0,2.0,Y
622,6,158,4.0,3.0,4.5,Y
623,6,159,3.0,4.5,2.0,Y
624,6,160,5.0,4.0,4.5,Y
625,6,161,3.0,4.5,4.5,Y
626,6,163,3.0,2.0,3.0,Y
627,6,165,3.0,2.5,4.5,Y
628,6,168,5.0,4.0,4.0,Y
629,6,170,3.0,3.0,4.5,Y
630,6,171,3.0,3.0,2.0,Y
631,6,174,3.0,2.5,3.0,Y
632,6,177,3.0,3.0,2.5,Y
633,6,179,1.0,1.0,4.0,N
634,6,180,2.0,1.0,2.5,N
635,6,181,3.0,4.0,2.5,N
636,6,185,3.0,4.5,2.5,N
637,6,186,3.0,4.5,4.0,Y
638,6,189,3.0,2.0,3.0,Y
639,6,191,2.0,4.5,1.5,N
640,6,195,4.0,4.0,4.0,Y
641,6,196,3.0,4.5,4.0,N
642,6,201,3.0,4.5,3.5,N
643,6,204,3.0,3.0,3.5,Y
644,6,205,3.0,3.5,4.5,N
645,6,207,4.0,4.5,4.0,Y
646,6,208,3.0,3.0,2.5,N
647,6,209,3.0,4.5,4.5,Y
648,6,210,4.0,4.5,4.0,Y
649,6,212,4.0,3.5,4.5,Y
650,6,216,4.0,4.0,3.0,Y
651,6,217,3.0,2.5,3.5,Y
652,6,218,2.0,1.0,4.5,N
653,6,219,3.0,4.0,2.0,Y
654,6,222,4.0,3.5,3.5,Y
655,6,224,3.0,2.5,4.0,Y
656,6,225,4.0,4.5,3.0,Y
657,6,230,5.0,4.0,4.5,Y
658,6,231,3.0,3.5,3.5,N
659,6,234,2.0,4.0,2.5,N
660,6,236,4.0,3.0,4.0,Y
661,6,237,4.0,3.5,4.5,Y
662,6,239,3.0,4.0,3.0,N
663,6,240,3.0,3.5,2.0,N
664,6,243,3.0,2.5,2.0,N
665,6,248,5.0,4.0,4.5,Y
666,6,250,4.0,4.5,3.0,Y
667,6,251,3.0,4.5,4.0,Y
668,6,252,4.0,3.5,3.0,Y
669,6,253,3.0,3.0,4.5,Y
670,6,254,3.0,2.0,3.5,Y
671,6,256,3.0,3.0,3.5,N
672,6,257,5.0,4.5,4.5,Y
673,6,258,3.0,3.0,3.5,N
674,6,261,4.0,4.0,4.0,Y
675,6,262,5.0,4.5,4.0,Y
676,6,265,3.0,2.5,2.0,Y
677,6,266,3.0,2.5,3.5,N
678,6,267,3.0,4.0,4.5,Y
679,6,270,3.0,4.0,4.5,N
680,6,271,4.0,3.0,4.0,Y
681,6,273,3.0,2.5,4.5,N
682,6,274,4.0,3.5,4.5,Y
683,6,276,4.0,4.5,4.5,Y
684,6,277,5.0,4.5,4.0,Y
